ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name
ENSG00000005700	1978.16717724098	-0.258728263354812	0.0626200625678259	-4.1317151843241	3.60066398137433e-05	0.0109753729344622	IBTK
ENSG00000006453	283.507237146022	-1.08091680976852	0.246449932859646	-4.38594889122612	1.15481236588134e-05	0.00527593195482654	BAIAP2L1
ENSG00000007384	1116.73934246777	0.469199977985147	0.1069255181841	4.38810104410527	1.14344652685056e-05	0.00527593195482654	RHBDF1
ENSG00000010803	472.180015028898	-0.770559781613539	0.215057032353296	-3.58304852057878	0.000339607495179076	0.0428412320784112	SCMH1
ENSG00000011426	146.107637427451	0.834462121254146	0.2310106120893	3.61222419051283	0.00030358192653077	0.0404074715439066	ANLN
ENSG00000012171	880.535221168761	1.99753697743866	0.31402687652413	6.36103826382251	2.00394511177076e-10	3.38746881693729e-06	SEMA3B
ENSG00000025423	514.066887348231	1.38718267976871	0.344241711593068	4.02967633802761	5.58537036776622e-05	0.0147523594838625	HSD17B6
ENSG00000044090	1184.05524914819	-0.429432442963394	0.115556666174883	-3.71620657793548	0.000202236253599918	0.0322509587816322	CUL7
ENSG00000047648	272.510412280909	1.41104104722113	0.318043379670748	4.43663077873812	9.13778286118987e-06	0.00468076004501678	ARHGAP6
ENSG00000048740	1039.12420123353	1.39967251685919	0.287756037333827	4.86409435516178	1.1498205634123e-06	0.0011433274590542	CELF2
ENSG00000066468	201.67912079435	-2.86567763619901	0.539079382269656	-5.31587319131703	1.06147056053074e-07	0.000199367759502352	FGFR2
ENSG00000072133	140.960474541687	-0.755335825406715	0.181933837297297	-4.1517061181556	3.30005859954208e-05	0.0103304056604925	RPS6KA6
ENSG00000076513	4173.08109800047	0.696177498607597	0.183456488104681	3.79478265282368	0.000147772849936694	0.0257520851064935	ANKRD13A
ENSG00000079691	840.477572085054	0.679634723410728	0.147965816506635	4.59318739595678	4.36526732761956e-06	0.00273298070022522	CARMIL1
ENSG00000085382	354.840825215081	-0.335325588203112	0.0867223487753978	-3.86665712977368	0.000110337382885666	0.0227973907814649	HACE1
ENSG00000086589	549.806177727017	-0.297501357010118	0.0785501158886248	-3.78740825070126	0.000152226868316099	0.0262575814491361	RBM22
ENSG00000087111	1159.16587592652	-0.364689712538007	0.0997615889609334	-3.65561250914738	0.000256568652250297	0.0370686880140088	PIGS
ENSG00000089060	798.036883309139	0.617204564198191	0.154170172118034	4.00339803555291	6.24391189189927e-05	0.0159919828213129	SLC8B1
ENSG00000089639	139.599205112018	-0.707177361227942	0.158979472139113	-4.44823065338357	8.65805297892813e-06	0.00457361648611878	GMIP
ENSG00000101871	511.237204064242	0.716529480124142	0.19863093466095	3.60734082708321	0.000309351194532426	0.0407912261376276	MID1
ENSG00000103184	43.5967649653206	1.86433139615353	0.458656698369066	4.0647643494206	4.80810161769775e-05	0.0133239589746824	SEC14L5
ENSG00000106511	95.0163210637108	2.59835289887513	0.687519243434812	3.77931661358872	0.000157259362254921	0.0265831225955719	MEOX2
ENSG00000107159	72.7661725337434	-2.67282209560106	0.718132461913511	-3.72190680320891	0.000197724004775311	0.0322095985486903	CA9
ENSG00000109107	451.5976567701	-1.17851826720798	0.254204619848477	-4.63610090135441	3.55042704307565e-06	0.00250068411400628	ALDOC
ENSG00000109610	4318.25013465737	1.08039749953611	0.282000970021259	3.831183628392	0.000127528280169494	0.024731244618412	SOD3
ENSG00000110492	178.834115566287	-1.41293490042618	0.331987605903754	-4.25598689619695	2.08128896853387e-05	0.00781824638313257	MDK
ENSG00000112984	35.6962313024747	1.74371116063827	0.443643863504827	3.93043002299815	8.4794070101503e-05	0.0202524484886329	KIF20A
ENSG00000113368	38.2229273841837	1.34954586950364	0.345623231693133	3.90467348763713	9.43526864114305e-05	0.0212638079824151	LMNB1
ENSG00000113749	5.87256904577674	5.68442410225503	1.47102533403001	3.86425982663537	0.000111426564993344	0.0227973907814649	HRH2
ENSG00000115525	533.899795022542	0.881892470183159	0.199479613567434	4.42096540298859	9.8260906981966e-06	0.00488530109300927	ST3GAL5
ENSG00000116117	1468.42168778927	0.70802708114255	0.169277334147306	4.18264550720311	2.88136486754807e-05	0.00982802328545247	PARD3B
ENSG00000117724	99.6095009806579	0.953827252650579	0.269337080936842	3.5413885430586	0.000398026980386902	0.047050685849372	CENPF
ENSG00000120318	236.636512486064	-0.741616992402611	0.202419894730519	-3.66375544948248	0.000248544098280431	0.0370122973753942	ARAP3
ENSG00000120708	127839.829305486	-2.16188159717121	0.49863607455889	-4.33559003745102	1.45369655232025e-05	0.00562200686580757	TGFBI
ENSG00000120899	1609.5148486332	0.539070508132149	0.115031155610345	4.68630003125579	2.78188363094351e-06	0.00204456351728127	PTK2B
ENSG00000121207	9.18285425520371	-5.64028006087927	1.44056519799816	-3.91532439400668	9.02827368923911e-05	0.0211963803392914	LRAT
ENSG00000122545	8747.94701003198	0.458775949215205	0.11903198441077	3.85422415232537	0.000116097195332666	0.0228198487198069	SEPT7
ENSG00000122870	3013.96363259414	0.515556186723155	0.141665886458399	3.63924018415365	0.000273443669707376	0.0373860374196325	BICC1
ENSG00000123983	2078.72460790507	-0.45933983848792	0.105682801376877	-4.34640104637141	1.38389440158021e-05	0.00556984546769332	ACSL3
ENSG00000124813	93.3856375286274	-1.72045964229592	0.446023932438662	-3.85732584547472	0.0001146343005457	0.0227973907814649	RUNX2
ENSG00000126016	47.654150471318	-2.29605970672615	0.5634906274514	-4.07470789196788	4.60721402123275e-05	0.013200058612698	AMOT
ENSG00000128567	577.607093527809	1.65032659052942	0.405001994257365	4.07486040545444	4.60419570557136e-05	0.013200058612698	PODXL
ENSG00000129667	112.253774488277	-1.06012006567501	0.274801687883134	-3.85776402554651	0.000114429042587385	0.0227973907814649	RHBDF2
ENSG00000130540	42.6501733819727	-1.62526249528636	0.401994936316981	-4.04299245701147	5.27733190285387e-05	0.0143883900783616	SULT4A1
ENSG00000131016	15648.6148555967	0.90880044809522	0.246731442219638	3.68335887765052	0.000230180739135155	0.0353725019485515	AKAP12
ENSG00000131747	210.459193588195	1.12920499147994	0.258240515227464	4.37268718460117	1.22726512581483e-05	0.00545939202283521	TOP2A
ENSG00000132561	206.329501590942	1.63132258823323	0.427120056937754	3.81935374313495	0.000133801765895813	0.0251309450078091	MATN2
ENSG00000132669	995.925313273738	0.52493164333045	0.146484494201622	3.58353043570558	0.00033898124476606	0.0428412320784112	RIN2
ENSG00000134245	160.780075280275	1.83301700620071	0.351866384142435	5.20941212008111	1.89439908295801e-07	0.000291117473621111	WNT2B
ENSG00000135905	353.791729146247	-1.08206884645851	0.29071654645932	-3.72207519536535	0.000197592156614197	0.0322095985486903	DOCK10
ENSG00000136379	299.280124585112	0.746601001670963	0.20141674085554	3.70674750519591	0.000209938060751552	0.0331662895228434	ABHD17C
ENSG00000137265	14.4252660561593	4.53416719151206	1.23431540599972	3.67342671854578	0.000239319332991921	0.0364455315756345	IRF4
ENSG00000137463	88.8740099126508	1.61207681679092	0.320649521721147	5.02753538548192	4.96823829962427e-07	0.000699859168473739	MGARP
ENSG00000139567	724.28251744127	0.902115687225636	0.191227392067073	4.71750243244033	2.38757546953178e-06	0.00192188455890311	ACVRL1
ENSG00000139899	241.575557279298	0.847632771564747	0.238772636967241	3.54995774361297	0.000385292990902853	0.0458661459029706	CBLN3
