ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name
ENSG00000000419	788.119539422366	-0.440253374319454	0.089001063315169	-4.94660802827081	7.55178258718073e-07	1.10442884644784e-05	DPM1
ENSG00000001036	1059.3330260252	-0.361474966850061	0.129634901204636	-2.78840777823754	0.00529678256690759	0.0223134396144034	FUCA2
ENSG00000001084	734.492989005282	-0.683752135595238	0.129239320171212	-5.29058907683379	1.21923022426923e-07	2.22772415699952e-06	GCLC
ENSG00000001460	225.391732391741	-0.765391423149166	0.130306762207522	-5.87376595184085	4.26004713168408e-09	1.13771893054899e-07	STPG1
ENSG00000002016	198.406607375165	0.765859129217172	0.269645075674556	2.84024889867269	0.00450783464967387	0.0195479590929108	RAD52
ENSG00000002549	725.440136911433	-0.34853187858138	0.118234824929904	-2.94779375524943	0.00320050512984082	0.0147868727614067	LAP3
ENSG00000002586	9354.00753962979	0.530900773585511	0.12798330257596	4.14820342107059	3.35094589924034e-05	0.000303201420499671	CD99
ENSG00000002834	11263.6797763373	1.10787959073365	0.146663829121523	7.55387062624477	4.22509881624873e-14	3.43727050465619e-12	LASP1
ENSG00000003096	126.669966074998	1.19600250686045	0.426306698402484	2.80549780555239	0.00502389234652926	0.0214125897701873	KLHL13
ENSG00000003249	36.8791970427458	1.60948928190216	0.626640381357613	2.56844169284975	0.0102156896467128	0.038046108908802	DBNDD1
ENSG00000003400	120.533957707723	-0.605269083030456	0.216844097302651	-2.79126381838135	0.00525026591093891	0.0221611145059083	CASP10
ENSG00000003402	1495.197373958	0.670783275442692	0.131927220081802	5.08449488306333	3.68605705211008e-07	5.82903744914613e-06	CFLAR
ENSG00000003436	1586.82407272684	-0.661552518462446	0.264854483609428	-2.4977961839529	0.0124968021088206	0.0448025432172127	TFPI
ENSG00000003987	28.7523475974359	0.829761051137471	0.285050113900612	2.9109304317864	0.00360354241907814	0.0162729830305183	MTMR7
ENSG00000004059	1037.30680811868	0.194689048705775	0.068880630661482	2.82647018234468	0.00470641255305614	0.0202368173201747	ARF5
ENSG00000004139	121.054075538173	-0.838002561169622	0.244114295266503	-3.43282870941566	0.000597319335446901	0.00359096501860688	SARM1
ENSG00000004399	11579.4312338315	0.590833701927455	0.137306833902689	4.30301744737765	1.68487576395692e-05	0.000166510863028278	PLXND1
ENSG00000004455	1668.49155655924	0.567877443614882	0.17979329028314	3.15850187023433	0.00158582291826513	0.00818978208042498	AK2
ENSG00000004478	937.824738692745	0.690327056436143	0.120653724104497	5.7215561439136	1.05552765393615e-08	2.52901116277916e-07	FKBP4
ENSG00000004487	1324.48739199338	0.207668020189191	0.0809542859958264	2.56525046987503	0.0103101349736423	0.0383511209833188	KDM1A
